experiment_cv_id,model_id,model_name,dataset_config,n_splits,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,f1_bajo_mean,f1_bajo_std,f1_medio_mean,f1_medio_std,f1_alto_mean,f1_alto_std,runtime_total_sec,status
M03_corr_060_070_cv,M03,LightGBM Optuna,corr_060_070,5,0.8771372445317518,0.00907658059419122,0.8761555075096675,0.009391050750101557,0.876172598054018,0.009660248979975547,0.9090619014776837,0.010930371462814188,0.8143745696454493,0.015153683520609472,0.9050813230389213,0.010437577381002514,8.133135557174683,ok
M02_corr_060_080_cv,M02,XGBoost Optuna,corr_060_080,5,0.8759714404442598,0.004449015688316421,0.8751574152578648,0.004592304345109909,0.8750908226281713,0.004677535405893402,0.9090436791907959,0.007336556559945314,0.8171988778891748,0.005634300521676416,0.8990299108045429,0.013164778868672929,6.283562183380127,ok
M01_corr_060_090_cv,M01,Random Forest Base,corr_060_090,5,0.8790842809111858,0.006740897701748759,0.8781725494401658,0.007055136545658068,0.8780665753919645,0.007374755121243927,0.908294472718665,0.011417331037179753,0.8190794582330835,0.01294170809799954,0.9068257952241451,0.010035011984374582,2.5473856925964355,ok
M03_corr_060_090_cv,M03,LightGBM Base,corr_060_090,5,0.8767496505609913,0.007852730528366212,0.8756159966620947,0.008104116995588514,0.8755026464538409,0.008335049790186486,0.9100294906500379,0.006505422534351167,0.8121917121898867,0.013028557745341807,0.904286736521598,0.006628013731180896,6.134417295455933,ok
